time_ns,d0_uart,d1_refclk
318000,1,0
319000,1,0
320000,0,0
321000,0,1
322000,0,1
323000,0,1
324000,0,0
325000,0,0
326000,0,0
327000,0,1
328000,1,1
329000,1,1
330000,1,0
331000,1,0
332000,1,0
333000,1,1
334000,1,1
335000,1,1
336000,0,0
337000,0,0
338000,0,0
339000,0,1
340000,0,1
341000,0,1
342000,0,0
343000,0,0
344000,1,0
345000,1,1
346000,1,1
347000,1,1
348000,1,0
349000,1,0
350000,1,0
351000,1,1
352000,0,1
353000,0,1
354000,0,0
355000,0,0
356000,0,0
357000,0,1
358000,0,1
359000,0,1
360000,1,0
361000,1,0
362000,1,0
363000,1,1
364000,1,1
365000,1,1
366000,1,0
367000,1,0
368000,1,0
369000,1,1
370000,1,1
371000,1,1
372000,1,0
373000,1,0
374000,1,0
375000,1,1
376000,1,1
377000,1,1
378000,1,0
379000,1,0
380000,1,0
381000,1,1
382000,1,1
383000,1,1
384000,0,0
385000,0,0
386000,0,0
387000,0,1
388000,0,1
389000,0,1
390000,0,0
391000,0,0
392000,0,0
393000,0,1
394000,0,1
395000,0,1
396000,0,0
397000,0,0
398000,0,0
399000,0,1
400000,1,1
401000,1,1
402000,1,0
403000,1,0
404000,1,0
405000,1,1
406000,1,1
407000,1,1
408000,1,0
409000,1,0
410000,1,0
411000,1,1
412000,1,1
413000,1,1
414000,1,0
415000,1,0
416000,0,0
417000,0,1
418000,0,1
419000,0,1
420000,0,0
421000,0,0
422000,0,0
423000,0,1
424000,0,1
425000,0,1
426000,0,0
427000,0,0
428000,0,0
429000,0,1
430000,0,1
431000,0,1
432000,0,0
433000,0,0
434000,0,0
435000,0,1
436000,0,1
437000,0,1
438000,0,0
439000,0,0
440000,1,0
441000,1,1
442000,1,1
443000,1,1
444000,1,0
445000,1,0
446000,1,0
447000,1,1
448000,0,1
449000,0,1
450000,0,0
451000,0,0
452000,0,0
453000,0,1
454000,0,1
455000,0,1
456000,1,0
457000,1,0
458000,1,0
459000,1,1
460000,1,1
461000,1,1
462000,1,0
463000,1,0
464000,1,0
465000,1,1
466000,1,1
467000,1,1
468000,1,0
469000,1,0
470000,1,0
471000,1,1
472000,1,1
473000,1,1
474000,1,0
475000,1,0
476000,1,0
477000,1,1
478000,1,1
479000,1,1
480000,0,0
481000,0,0
482000,0,0
483000,0,1
484000,0,1
485000,0,1
486000,0,0
487000,0,0
488000,1,0
489000,1,1
490000,1,1
491000,1,1
492000,1,0
493000,1,0
494000,1,0
495000,1,1
496000,1,1
497000,1,1
498000,1,0
499000,1,0
500000,1,0
501000,1,1
502000,1,1
503000,1,1
504000,0,0
505000,0,0
506000,0,0
507000,0,1
508000,0,1
509000,0,1
510000,0,0
511000,0,0
512000,1,0
513000,1,1
514000,1,1
515000,1,1
516000,1,0
517000,1,0
518000,1,0
519000,1,1
520000,1,1
521000,1,1
522000,1,0
523000,1,0
524000,1,0
525000,1,1
526000,1,1
527000,1,1
528000,1,0
529000,1,0
530000,1,0
531000,1,1
532000,1,1
533000,1,1
534000,1,0
535000,1,0
536000,1,0
537000,1,1
538000,1,1
539000,1,1
540000,1,0
541000,1,0
542000,1,0
543000,1,1
544000,0,1
545000,0,1
546000,0,0
547000,0,0
548000,0,0
549000,0,1
550000,0,1
551000,0,1
552000,1,0
553000,1,0
554000,1,0
555000,1,1
556000,1,1
557000,1,1
558000,1,0
559000,1,0
560000,1,0
561000,1,1
562000,1,1
563000,1,1
564000,1,0
565000,1,0
566000,1,0
567000,1,1
568000,1,1
569000,1,1
570000,1,0
571000,1,0
572000,1,0
573000,1,1
574000,1,1
575000,1,1
576000,0,0
577000,0,0
578000,0,0
579000,0,1
580000,0,1
581000,0,1
582000,0,0
583000,0,0
584000,1,0
585000,1,1
586000,1,1
587000,1,1
588000,1,0
589000,1,0
590000,1,0
591000,1,1
592000,0,1
593000,0,1
594000,0,0
595000,0,0
596000,0,0
597000,0,1
598000,0,1
599000,0,1
600000,1,0
601000,1,0
602000,1,0
603000,1,1
604000,1,1
605000,1,1
606000,1,0
607000,1,0
608000,0,0
609000,0,1
610000,0,1
611000,0,1
612000,0,0
613000,0,0
614000,0,0
615000,0,1
616000,1,1
617000,1,1
618000,1,0
619000,1,0
620000,1,0
621000,1,1
622000,1,1
623000,1,1
624000,1,0
625000,1,0
626000,1,0
627000,1,1
628000,1,1
629000,1,1
630000,1,0
631000,1,0
632000,1,0
633000,1,1
634000,1,1
635000,1,1
636000,1,0
637000,1,0
638000,1,0
639000,1,1
640000,0,1
641000,0,1
642000,0,0
643000,0,0
644000,0,0
645000,0,1
646000,0,1
647000,0,1
648000,1,0
649000,1,0
650000,1,0
651000,1,1
652000,1,1
653000,1,1
654000,1,0
655000,1,0
656000,1,0
657000,1,1
658000,1,1
659000,1,1
660000,1,0
661000,1,0
662000,1,0
663000,1,1
664000,1,1
665000,1,1
666000,1,0
667000,1,0
668000,1,0
669000,1,1
670000,1,1
671000,1,1
672000,0,0
673000,0,0
674000,0,0
675000,0,1
676000,0,1
677000,0,1
678000,0,0
679000,0,0
680000,1,0
681000,1,1
682000,1,1
683000,1,1
684000,1,0
685000,1,0
686000,1,0
687000,1,1
688000,0,1
689000,0,1
690000,0,0
691000,0,0
692000,0,0
693000,0,1
694000,0,1
695000,0,1
696000,0,0
697000,0,0
698000,0,0
699000,0,1
700000,0,1
701000,0,1
702000,0,0
703000,0,0
704000,0,0
705000,0,1
706000,0,1
707000,0,1
708000,0,0
709000,0,0
710000,0,0
711000,0,1
712000,0,1
713000,0,1
714000,0,0
715000,0,0
716000,0,0
717000,0,1
718000,0,1
719000,0,1
720000,1,0
721000,1,0
722000,1,0
723000,1,1
724000,1,1
725000,1,1
726000,1,0
727000,1,0
728000,1,0
729000,1,1
730000,1,1
731000,1,1
732000,1,0
733000,1,0
734000,1,0
735000,1,1
736000,0,1
737000,0,1
738000,0,0
739000,0,0
740000,0,0
741000,0,1
742000,0,1
743000,0,1
744000,1,0
745000,1,0
746000,1,0
747000,1,1
748000,1,1
749000,1,1
750000,1,0
751000,1,0
752000,1,0
753000,1,1
754000,1,1
755000,1,1
756000,1,0
757000,1,0
758000,1,0
759000,1,1
760000,1,1
761000,1,1
762000,1,0
763000,1,0
764000,1,0
765000,1,1
766000,1,1
767000,1,1
768000,0,0
769000,0,0
770000,0,0
771000,0,1
772000,0,1
773000,0,1
774000,0,0
775000,0,0
776000,0,0
777000,0,1
778000,0,1
779000,0,1
780000,0,0
781000,0,0
782000,0,0
783000,0,1
784000,1,1
785000,1,1
786000,1,0
787000,1,0
788000,1,0
789000,1,1
790000,1,1
791000,1,1
792000,0,0
793000,0,0
794000,0,0
795000,0,1
796000,0,1
797000,0,1
798000,0,0
799000,0,0
800000,0,0
801000,0,1
802000,0,1
803000,0,1
804000,0,0
805000,0,0
806000,0,0
807000,0,1
808000,1,1
809000,1,1
810000,1,0
811000,1,0
812000,1,0
813000,1,1
814000,1,1
815000,1,1
816000,1,0
817000,1,0
818000,1,0
819000,1,1
820000,1,1
821000,1,1
822000,1,0
823000,1,0
824000,1,0
825000,1,1
826000,1,1
827000,1,1
828000,1,0
829000,1,0
830000,1,0
831000,1,1
832000,0,1
833000,0,1
834000,0,0
835000,0,0
836000,0,0
837000,0,1
838000,0,1
839000,0,1
840000,1,0
841000,1,0
842000,1,0
843000,1,1
844000,1,1
845000,1,1
846000,1,0
847000,1,0
848000,1,0
849000,1,1
850000,1,1
851000,1,1
852000,1,0
853000,1,0
854000,1,0
855000,1,1
856000,1,1
857000,1,1
858000,1,0
859000,1,0
860000,1,0
861000,1,1
862000,1,1
863000,1,1
864000,0,0
865000,0,0
866000,0,0
867000,0,1
868000,0,1
869000,0,1
870000,0,0
871000,0,0
872000,0,0
873000,0,1
874000,0,1
875000,0,1
876000,0,0
877000,0,0
878000,0,0
879000,0,1
880000,0,1
881000,0,1
882000,0,0
883000,0,0
884000,0,0
885000,0,1
886000,0,1
887000,0,1
888000,1,0
889000,1,0
890000,1,0
891000,1,1
892000,1,1
893000,1,1
894000,1,0
895000,1,0
896000,0,0
897000,0,1
898000,0,1
899000,0,1
900000,0,0
901000,0,0
902000,0,0
903000,0,1
904000,1,1
905000,1,1
906000,1,0
907000,1,0
908000,1,0
909000,1,1
910000,1,1
911000,1,1
912000,1,0
913000,1,0
914000,1,0
915000,1,1
916000,1,1
917000,1,1
918000,1,0
919000,1,0
920000,1,0
921000,1,1
922000,1,1
923000,1,1
924000,1,0
925000,1,0
926000,1,0
927000,1,1
928000,0,1
929000,0,1
930000,0,0
931000,0,0
932000,0,0
933000,0,1
934000,0,1
935000,0,1
936000,1,0
937000,1,0
938000,1,0
939000,1,1
940000,1,1
941000,1,1
942000,1,0
943000,1,0
944000,1,0
945000,1,1
946000,1,1
947000,1,1
948000,1,0
949000,1,0
950000,1,0
951000,1,1
952000,1,1
953000,1,1
954000,1,0
955000,1,0
956000,1,0
957000,1,1
958000,1,1
959000,1,1
960000,0,0
961000,0,0
962000,0,0
963000,0,1
964000,0,1
965000,0,1
966000,0,0
967000,0,0
968000,1,0
969000,1,1
970000,1,1
971000,1,1
972000,1,0
973000,1,0
974000,1,0
975000,1,1
976000,1,1
977000,1,1
978000,1,0
979000,1,0
980000,1,0
981000,1,1
982000,1,1
983000,1,1
984000,1,0
985000,1,0
986000,1,0
987000,1,1
988000,1,1
989000,1,1
990000,1,0
991000,1,0
992000,1,0
993000,1,1
994000,1,1
995000,1,1
996000,1,0
997000,1,0
998000,1,0
999000,1,1
1000000,1,1
1001000,1,1
1002000,1,0
1003000,1,0
1004000,1,0
1005000,1,1
1006000,1,1
1007000,1,1
1008000,0,0
1009000,0,0
1010000,0,0
1011000,0,1
1012000,0,1
1013000,0,1
1014000,0,0
1015000,0,0
1016000,1,0
1017000,1,1
1018000,1,1
1019000,1,1
1020000,1,0
1021000,1,0
1022000,1,0
1023000,1,1
1024000,0,1
1025000,0,1
1026000,0,0
1027000,0,0
1028000,0,0
1029000,0,1
1030000,0,1
1031000,0,1
1032000,1,0
1033000,1,0
1034000,1,0
1035000,1,1
1036000,1,1
1037000,1,1
1038000,1,0
1039000,1,0
1040000,1,0
1041000,1,1
1042000,1,1
1043000,1,1
1044000,1,0
1045000,1,0
1046000,1,0
1047000,1,1
1048000,1,1
1049000,1,1
1050000,1,0
1051000,1,0
1052000,1,0
1053000,1,1
1054000,1,1
1055000,1,1
1056000,0,0
1057000,0,0
1058000,0,0
1059000,0,1
1060000,0,1
1061000,0,1
1062000,0,0
1063000,0,0
1064000,0,0
1065000,0,1
1066000,0,1
1067000,0,1
1068000,0,0
1069000,0,0
1070000,0,0
1071000,0,1
1072000,0,1
1073000,0,1
1074000,0,0
1075000,0,0
1076000,0,0
1077000,0,1
1078000,0,1
1079000,0,1
1080000,0,0
1081000,0,0
1082000,0,0
1083000,0,1
1084000,0,1
1085000,0,1
1086000,0,0
1087000,0,0
1088000,1,0
1089000,1,1
1090000,1,1
1091000,1,1
1092000,1,0
1093000,1,0
1094000,1,0
1095000,1,1
1096000,1,1
1097000,1,1
1098000,1,0
1099000,1,0
1100000,1,0
1101000,1,1
1102000,1,1
1103000,1,1
1104000,1,0
1105000,1,0
1106000,1,0
1107000,1,1
1108000,1,1
1109000,1,1
1110000,1,0
1111000,1,0
1112000,0,0
1113000,0,1
1114000,0,1
1115000,0,1
1116000,0,0
1117000,0,0
1118000,0,0
1119000,0,1
1120000,0,1
1121000,0,1
1122000,0,0
1123000,0,0
1124000,0,0
1125000,0,1
1126000,0,1
1127000,0,1
1128000,1,0
1129000,1,0
1130000,1,0
1131000,1,1
1132000,1,1
1133000,1,1
1134000,1,0
1135000,1,0
1136000,1,0
1137000,1,1
1138000,1,1
1139000,1,1
1140000,1,0
1141000,1,0
1142000,1,0
1143000,1,1
1144000,1,1
1145000,1,1
1146000,1,0
1147000,1,0
1148000,1,0
1149000,1,1
1150000,1,1
1151000,1,1
1152000,0,0
1153000,0,0
1154000,0,0
1155000,0,1
1156000,0,1
1157000,0,1
1158000,0,0
1159000,0,0
1160000,0,0
1161000,0,1
1162000,0,1
1163000,0,1
1164000,0,0
1165000,0,0
1166000,0,0
1167000,0,1
1168000,1,1
1169000,1,1
1170000,1,0
1171000,1,0
1172000,1,0
1173000,1,1
1174000,1,1
1175000,1,1
1176000,1,0
1177000,1,0
1178000,1,0
1179000,1,1
1180000,1,1
1181000,1,1
1182000,1,0
1183000,1,0
1184000,1,0
1185000,1,1
1186000,1,1
1187000,1,1
1188000,1,0
1189000,1,0
1190000,1,0
1191000,1,1
1192000,0,1
1193000,0,1
1194000,0,0
1195000,0,0
1196000,0,0
1197000,0,1
1198000,0,1
1199000,0,1
1200000,1,0
1201000,1,0
1202000,1,0
1203000,1,1
1204000,1,1
1205000,1,1
1206000,1,0
1207000,1,0
1208000,1,0
1209000,1,1
1210000,1,1
1211000,1,1
1212000,1,0
1213000,1,0
1214000,1,0
1215000,1,1
1216000,0,1
1217000,0,1
1218000,0,0
1219000,0,0
1220000,0,0
1221000,0,1
1222000,0,1
1223000,0,1
1224000,1,0
1225000,1,0
1226000,1,0
1227000,1,1
1228000,1,1
1229000,1,1
1230000,1,0
1231000,1,0
1232000,1,0
1233000,1,1
1234000,1,1
1235000,1,1
1236000,1,0
1237000,1,0
1238000,1,0
1239000,1,1
1240000,1,1
1241000,1,1
1242000,1,0
1243000,1,0
1244000,1,0
1245000,1,1
1246000,1,1
1247000,1,1
1248000,0,0
1249000,0,0
1250000,0,0
1251000,0,1
1252000,0,1
1253000,0,1
1254000,0,0
1255000,0,0
1256000,1,0
1257000,1,1
1258000,1,1
1259000,1,1
1260000,1,0
1261000,1,0
1262000,1,0
1263000,1,1
1264000,0,1
1265000,0,1
1266000,0,0
1267000,0,0
1268000,0,0
1269000,0,1
1270000,0,1
1271000,0,1
1272000,0,0
1273000,0,0
1274000,0,0
1275000,0,1
1276000,0,1
1277000,0,1
1278000,0,0
1279000,0,0
1280000,0,0
1281000,0,1
1282000,0,1
1283000,0,1
1284000,0,0
1285000,0,0
1286000,0,0
1287000,0,1
1288000,1,1
1289000,1,1
1290000,1,0
1291000,1,0
1292000,1,0
1293000,1,1
1294000,1,1
1295000,1,1
1296000,1,0
1297000,1,0
1298000,1,0
1299000,1,1
1300000,1,1
1301000,1,1
1302000,1,0
1303000,1,0
1304000,0,0
1305000,0,1
1306000,0,1
1307000,0,1
1308000,0,0
1309000,0,0
1310000,0,0
1311000,0,1
1312000,0,1
1313000,0,1
1314000,0,0
1315000,0,0
1316000,0,0
1317000,0,1
1318000,0,1
1319000,0,1
1320000,1,0
1321000,1,0
1322000,1,0
1323000,1,1
1324000,1,1
1325000,1,1
1326000,1,0
1327000,1,0
1328000,1,0
1329000,1,1
1330000,1,1
1331000,1,1
1332000,1,0
1333000,1,0
1334000,1,0
1335000,1,1
1336000,1,1
1337000,1,1
1338000,1,0
1339000,1,0
1340000,1,0
1341000,1,1
1342000,1,1
1343000,1,1
1344000,0,0
1345000,0,0
1346000,0,0
1347000,0,1
1348000,0,1
1349000,0,1
1350000,0,0
1351000,0,0
1352000,1,0
1353000,1,1
1354000,1,1
1355000,1,1
1356000,1,0
1357000,1,0
1358000,1,0
1359000,1,1
1360000,1,1
1361000,1,1
1362000,1,0
1363000,1,0
1364000,1,0
1365000,1,1
1366000,1,1
1367000,1,1
1368000,1,0
1369000,1,0
1370000,1,0
1371000,1,1
1372000,1,1
1373000,1,1
1374000,1,0
1375000,1,0
1376000,1,0
1377000,1,1
1378000,1,1
1379000,1,1
1380000,1,0
1381000,1,0
1382000,1,0
1383000,1,1
1384000,1,1
1385000,1,1
1386000,1,0
1387000,1,0
1388000,1,0
1389000,1,1
1390000,1,1
1391000,1,1
1392000,0,0
1393000,0,0
1394000,0,0
1395000,0,1
1396000,0,1
1397000,0,1
1398000,0,0
1399000,0,0
1400000,1,0
1401000,1,1
1402000,1,1
1403000,1,1
1404000,1,0
1405000,1,0
1406000,1,0
1407000,1,1
1408000,0,1
1409000,0,1
1410000,0,0
1411000,0,0
1412000,0,0
1413000,0,1
1414000,0,1
1415000,0,1
1416000,1,0
1417000,1,0
1418000,1,0
1419000,1,1
1420000,1,1
1421000,1,1
1422000,1,0
1423000,1,0
1424000,1,0
1425000,1,1
1426000,1,1
1427000,1,1
1428000,1,0
1429000,1,0
1430000,1,0
1431000,1,1
1432000,1,1
1433000,1,1
1434000,1,0
1435000,1,0
1436000,1,0
1437000,1,1
1438000,1,1
1439000,1,1
1440000,0,0
1441000,0,0
1442000,0,0
1443000,0,1
1444000,0,1
1445000,0,1
1446000,0,0
1447000,0,0
1448000,0,0
1449000,0,1
1450000,0,1
1451000,0,1
1452000,0,0
1453000,0,0
1454000,0,0
1455000,0,1
1456000,0,1
1457000,0,1
1458000,0,0
1459000,0,0
1460000,0,0
1461000,0,1
1462000,0,1
1463000,0,1
1464000,1,0
1465000,1,0
1466000,1,0
1467000,1,1
1468000,1,1
1469000,1,1
1470000,1,0
1471000,1,0
1472000,1,0
1473000,1,1
1474000,1,1
1475000,1,1
1476000,1,0
1477000,1,0
1478000,1,0
1479000,1,1
1480000,0,1
1481000,0,1
1482000,0,0
1483000,0,0
1484000,0,0
1485000,0,1
1486000,0,1
1487000,0,1
1488000,1,0
1489000,1,0
1490000,1,0
1491000,1,1
1492000,1,1
1493000,1,1
1494000,1,0
1495000,1,0
1496000,1,0
1497000,1,1
1498000,1,1
1499000,1,1
1500000,1,0
1501000,1,0
1502000,1,0
1503000,1,1
1504000,0,1
1505000,0,1
1506000,0,0
1507000,0,0
1508000,0,0
1509000,0,1
1510000,0,1
1511000,0,1
1512000,1,0
1513000,1,0
1514000,1,0
1515000,1,1
1516000,1,1
1517000,1,1
1518000,1,0
1519000,1,0
1520000,1,0
1521000,1,1
1522000,1,1
1523000,1,1
1524000,1,0
1525000,1,0
1526000,1,0
1527000,1,1
1528000,1,1
1529000,1,1
1530000,1,0
1531000,1,0
1532000,1,0
1533000,1,1
1534000,1,1
1535000,1,1
1536000,0,0
1537000,0,0
1538000,0,0
1539000,0,1
1540000,0,1
1541000,0,1
1542000,0,0
1543000,0,0
1544000,1,0
1545000,1,1
1546000,1,1
1547000,1,1
1548000,1,0
1549000,1,0
1550000,1,0
1551000,1,1
1552000,1,1
1553000,1,1
1554000,1,0
1555000,1,0
1556000,1,0
1557000,1,1
1558000,1,1
1559000,1,1
1560000,0,0
1561000,0,0
1562000,0,0
1563000,0,1
1564000,0,1
1565000,0,1
1566000,0,0
1567000,0,0
1568000,0,0
1569000,0,1
1570000,0,1
1571000,0,1
1572000,0,0
1573000,0,0
1574000,0,0
1575000,0,1
1576000,1,1
1577000,1,1
1578000,1,0
1579000,1,0
1580000,1,0
1581000,1,1
1582000,1,1
1583000,1,1
1584000,1,0
1585000,1,0
1586000,1,0
1587000,1,1
1588000,1,1
1589000,1,1
1590000,1,0
1591000,1,0
1592000,1,0
1593000,1,1
1594000,1,1
1595000,1,1
1596000,1,0
1597000,1,0
1598000,1,0
1599000,1,1
1600000,0,1
1601000,0,1
1602000,0,0
1603000,0,0
1604000,0,0
1605000,0,1
1606000,0,1
1607000,0,1
1608000,1,0
1609000,1,0
1610000,1,0
1611000,1,1
1612000,1,1
1613000,1,1
1614000,1,0
1615000,1,0
1616000,1,0
1617000,1,1
1618000,1,1
1619000,1,1
1620000,1,0
1621000,1,0
1622000,1,0
1623000,1,1
1624000,1,1
1625000,1,1
1626000,1,0
1627000,1,0
1628000,1,0
1629000,1,1
1630000,1,1
1631000,1,1
1632000,0,0
1633000,0,0
1634000,0,0
1635000,0,1
1636000,0,1
1637000,0,1
1638000,0,0
1639000,0,0
1640000,0,0
1641000,0,1
1642000,0,1
1643000,0,1
1644000,0,0
1645000,0,0
1646000,0,0
1647000,0,1
1648000,1,1
1649000,1,1
1650000,1,0
1651000,1,0
1652000,1,0
1653000,1,1
1654000,1,1
1655000,1,1
1656000,0,0
1657000,0,0
1658000,0,0
1659000,0,1
1660000,0,1
1661000,0,1
1662000,0,0
1663000,0,0
1664000,0,0
1665000,0,1
1666000,0,1
1667000,0,1
1668000,0,0
1669000,0,0
1670000,0,0
1671000,0,1
1672000,0,1
1673000,0,1
1674000,0,0
1675000,0,0
1676000,0,0
1677000,0,1
1678000,0,1
1679000,0,1
1680000,1,0
1681000,1,0
1682000,1,0
1683000,1,1
1684000,1,1
1685000,1,1
1686000,1,0
1687000,1,0
1688000,1,0
1689000,1,1
1690000,1,1
1691000,1,1
1692000,1,0
1693000,1,0
1694000,1,0
1695000,1,1
1696000,0,1
1697000,0,1
1698000,0,0
1699000,0,0
1700000,0,0
1701000,0,1
1702000,0,1
1703000,0,1
1704000,1,0
1705000,1,0
1706000,1,0
1707000,1,1
1708000,1,1
1709000,1,1
1710000,1,0
1711000,1,0
1712000,1,0
1713000,1,1
1714000,1,1
1715000,1,1
1716000,1,0
1717000,1,0
1718000,1,0
1719000,1,1
1720000,1,1
1721000,1,1
1722000,1,0
1723000,1,0
1724000,1,0
1725000,1,1
1726000,1,1
1727000,1,1
1728000,0,0
1729000,0,0
1730000,0,0
1731000,0,1
1732000,0,1
1733000,0,1
1734000,0,0
1735000,0,0
1736000,1,0
1737000,1,1
1738000,1,1
1739000,1,1
1740000,1,0
1741000,1,0
1742000,1,0
1743000,1,1
1744000,1,1
1745000,1,1
1746000,1,0
1747000,1,0
1748000,1,0
1749000,1,1
1750000,1,1
1751000,1,1
1752000,1,0
1753000,1,0
1754000,1,0
1755000,1,1
1756000,1,1
1757000,1,1
1758000,1,0
1759000,1,0
1760000,1,0
1761000,1,1
1762000,1,1
1763000,1,1
1764000,1,0
1765000,1,0
1766000,1,0
1767000,1,1
1768000,1,1
1769000,1,1
1770000,1,0
1771000,1,0
1772000,1,0
1773000,1,1
1774000,1,1
1775000,1,1
1776000,0,0
1777000,0,0
1778000,0,0
1779000,0,1
1780000,0,1
1781000,0,1
1782000,0,0
1783000,0,0
1784000,1,0
1785000,1,1
1786000,1,1
1787000,1,1
1788000,1,0
1789000,1,0
1790000,1,0
1791000,1,1
1792000,0,1
1793000,0,1
1794000,0,0
1795000,0,0
1796000,0,0
1797000,0,1
1798000,0,1
1799000,0,1
1800000,1,0
1801000,1,0
1802000,1,0
1803000,1,1
1804000,1,1
1805000,1,1
1806000,1,0
1807000,1,0
1808000,1,0
1809000,1,1
1810000,1,1
1811000,1,1
1812000,1,0
1813000,1,0
1814000,1,0
1815000,1,1
1816000,1,1
1817000,1,1
1818000,1,0
1819000,1,0
1820000,1,0
1821000,1,1
1822000,1,1
1823000,1,1
1824000,0,0
1825000,0,0
1826000,0,0
1827000,0,1
1828000,0,1
1829000,0,1
1830000,0,0
1831000,0,0
1832000,0,0
1833000,0,1
1834000,0,1
1835000,0,1
1836000,0,0
1837000,0,0
1838000,0,0
1839000,0,1
1840000,1,1
1841000,1,1
1842000,1,0
1843000,1,0
1844000,1,0
1845000,1,1
1846000,1,1
1847000,1,1
1848000,1,0
1849000,1,0
1850000,1,0
1851000,1,1
1852000,1,1
1853000,1,1
1854000,1,0
1855000,1,0
1856000,0,0
1857000,0,1
1858000,0,1
1859000,0,1
1860000,0,0
1861000,0,0
1862000,0,0
1863000,0,1
1864000,0,1
1865000,0,1
1866000,0,0
1867000,0,0
1868000,0,0
1869000,0,1
